0,1,2
C=Cc1cnnnn1,53090,1
O=Cc1cnnnn1,53091,1
N#Cc1cnnnn1,53092,1
C=Cc1ncccn1,53093,1
O=Cc1ncccn1,53094,1
N#Cc1ncccn1,53095,1
C=Cc1ncncn1,53096,1
O=Cc1ncncn1,53097,1
N#Cc1ncncn1,53098,1
C=Cc1nccnn1,53099,1
O=Cc1nccnn1,53100,1
N#Cc1nccnn1,53101,1
C=Cc1ncnnn1,53102,1
O=Cc1ncnnn1,53103,1
N#Cc1ncnnn1,53104,1
C=Cc1nncnn1,53105,1
O=Cc1nncnn1,53106,1
N#Cc1nncnn1,53107,1
C#Cc1ccccc1,53108,1
C#Cc1ccncc1,53109,1
C#Cc1cccnc1,53110,1
C#Cc1ccnnc1,53111,1
C#Cc1cncnc1,53112,1
C#Cc1cnnnc1,53113,1
C#Cc1ccccn1,53114,1
C#Cc1ccncn1,53115,1
C#Cc1cccnn1,53116,1
C#Cc1ccnnn1,53117,1
C#Cc1cnccn1,53118,1
C#Cc1cnncn1,53119,1
C#Cc1cncnn1,53120,1
C#Cc1cnnnn1,53121,1
C#Cc1ncccn1,53122,1
C#Cc1ncncn1,53123,1
C#Cc1nccnn1,53124,1
C#Cc1ncnnn1,53125,1
C#Cc1nncnn1,53126,1
CCC(CC)C1CC1,53127,1
CCC(CN)C1CC1,53128,1
CCC(CO)C1CC1,53129,1
CCC(CF)C1CC1,53130,1
NCC(CN)C1CC1,53131,1
NCC(CO)C1CC1,53132,1
NCC(CF)C1CC1,53133,1
OCC(CO)C1CC1,53134,1
OCC(CF)C1CC1,53135,1
FCC(CF)C1CC1,53136,1
CCC(NC)C1CC1,53137,1
CNC(CN)C1CC1,53138,1
CNC(CO)C1CC1,53139,1
CNC(CF)C1CC1,53140,1
CCC(OC)C1CC1,53141,1
COC(CN)C1CC1,53142,1
COC(CO)C1CC1,53143,1
COC(CF)C1CC1,53144,1
COC(OC)C1CC1,53145,1
CCN(CC)C1CC1,53146,1
CCC(CC)C1CN1,53147,1
CCC(CN)C1CN1,53148,1
CCC(CO)C1CN1,53149,1
CCC(CF)C1CN1,53150,1
NCC(CN)C1CN1,53151,1
NCC(CO)C1CN1,53152,1
NCC(CF)C1CN1,53153,1
OCC(CO)C1CN1,53154,1
OCC(CF)C1CN1,53155,1
FCC(CF)C1CN1,53156,1
CCC(NC)C1CN1,53157,1
CNC(CN)C1CN1,53158,1
CNC(CO)C1CN1,53159,1
CNC(CF)C1CN1,53160,1
CCC(OC)C1CN1,53161,1
COC(CN)C1CN1,53162,1
COC(CO)C1CN1,53163,1
COC(CF)C1CN1,53164,1
COC(OC)C1CN1,53165,1
CCC(CC)C1CO1,53166,1
CCC(CN)C1CO1,53167,1
CCC(CO)C1CO1,53168,1
CCC(CF)C1CO1,53169,1
NCC(CN)C1CO1,53170,1
NCC(CO)C1CO1,53171,1
NCC(CF)C1CO1,53172,1
OCC(CO)C1CO1,53173,1
OCC(CF)C1CO1,53174,1
FCC(CF)C1CO1,53175,1
CCC(NC)C1CO1,53176,1
CNC(CN)C1CO1,53177,1
CNC(CO)C1CO1,53178,1
CNC(CF)C1CO1,53179,1
CCC(OC)C1CO1,53180,1
COC(CN)C1CO1,53181,1
COC(CO)C1CO1,53182,1
COC(CF)C1CO1,53183,1
COC(OC)C1CO1,53184,1
CCC(CC)N1CC1,53185,1
CCC(CN)N1CC1,53186,1
CCC(CO)N1CC1,53187,1
CCC(CF)N1CC1,53188,1
NCC(CN)N1CC1,53189,1
NCC(CO)N1CC1,53190,1
NCC(CF)N1CC1,53191,1
OCC(CO)N1CC1,53192,1
OCC(CF)N1CC1,53193,1
FCC(CF)N1CC1,53194,1
CCC(C=C)C1CC1,53195,1
CCC(C=O)C1CC1,53196,1
CCC(C#N)C1CC1,53197,1
NCC(C=C)C1CC1,53198,1
OCC(C=C)C1CC1,53199,1
OCC(C=O)C1CC1,53200,1
OCC(C#N)C1CC1,53201,1
FCC(C=C)C1CC1,53202,1
FCC(C=O)C1CC1,53203,1
FCC(C#N)C1CC1,53204,1
CNC(C=C)C1CC1,53205,1
CNC(C=O)C1CC1,53206,1
CNC(C#N)C1CC1,53207,1
COC(C=C)C1CC1,53208,1
COC(C=O)C1CC1,53209,1
COC(C#N)C1CC1,53210,1
CCN(C=N)C1CC1,53211,1
CCN(C=O)C1CC1,53212,1
CCN(N=C)C1CC1,53213,1
CNN(C=N)C1CC1,53214,1
CNN(C=O)C1CC1,53215,1
CON(C=N)C1CC1,53216,1
CON(C=O)C1CC1,53217,1
CCC(C=C)C1CN1,53218,1
CCC(C=O)C1CN1,53219,1
CCC(C#N)C1CN1,53220,1
NCC(C=C)C1CN1,53221,1
OCC(C=C)C1CN1,53222,1
OCC(C=O)C1CN1,53223,1
OCC(C#N)C1CN1,53224,1
FCC(C=C)C1CN1,53225,1
FCC(C=O)C1CN1,53226,1
FCC(C#N)C1CN1,53227,1
CNC(C=C)C1CN1,53228,1
CNC(C=O)C1CN1,53229,1
CNC(C#N)C1CN1,53230,1
COC(C=C)C1CN1,53231,1
COC(C=O)C1CN1,53232,1
COC(C#N)C1CN1,53233,1
CCC(C=C)C1CO1,53234,1
CCC(C=O)C1CO1,53235,1
CCC(C#N)C1CO1,53236,1
NCC(C=C)C1CO1,53237,1
OCC(C=C)C1CO1,53238,1
OCC(C=O)C1CO1,53239,1
OCC(C#N)C1CO1,53240,1
FCC(C=C)C1CO1,53241,1
FCC(C=O)C1CO1,53242,1
FCC(C#N)C1CO1,53243,1
CNC(C=C)C1CO1,53244,1
CNC(C=O)C1CO1,53245,1
CNC(C#N)C1CO1,53246,1
COC(C=C)C1CO1,53247,1
COC(C=O)C1CO1,53248,1
COC(C#N)C1CO1,53249,1
CCC(C=C)N1CC1,53250,1
CCC(C=O)N1CC1,53251,1
CCC(C#N)N1CC1,53252,1
NCC(C=C)N1CC1,53253,1
OCC(C=C)N1CC1,53254,1
OCC(C=O)N1CC1,53255,1
OCC(C#N)N1CC1,53256,1
FCC(C=C)N1CC1,53257,1
FCC(C=O)N1CC1,53258,1
FCC(C#N)N1CC1,53259,1
CCN(C=N)N1CC1,53260,1
CCN(C=O)N1CC1,53261,1
CCC(C#C)C1CC1,53262,1
NCC(C#C)C1CC1,53263,1
OCC(C#C)C1CC1,53264,1
FCC(C#C)C1CC1,53265,1
CNC(C#C)C1CC1,53266,1
COC(C#C)C1CC1,53267,1
CCC(C#C)C1CN1,53268,1
NCC(C#C)C1CN1,53269,1
OCC(C#C)C1CN1,53270,1
FCC(C#C)C1CN1,53271,1
CNC(C#C)C1CN1,53272,1
COC(C#C)C1CN1,53273,1
CCC(C#C)C1CO1,53274,1
NCC(C#C)C1CO1,53275,1
OCC(C#C)C1CO1,53276,1
FCC(C#C)C1CO1,53277,1
CNC(C#C)C1CO1,53278,1
COC(C#C)C1CO1,53279,1
CCC(C#C)N1CC1,53280,1
NCC(C#C)N1CC1,53281,1
OCC(C#C)N1CC1,53282,1
FCC(C#C)N1CC1,53283,1
C=CC(C=C)C1CC1,53284,1
C=CC(C=O)C1CC1,53285,1
C=CC(C#N)C1CC1,53286,1
O=CC(C=O)C1CC1,53287,1
O=CC(C#N)C1CC1,53288,1
N#CC(C#N)C1CC1,53289,1
C=CN(C=N)C1CC1,53290,1
C=CN(C=O)C1CC1,53291,1
N=CN(C=N)C1CC1,53292,1
N=CN(C=O)C1CC1,53293,1
O=CN(C=O)C1CC1,53294,1
C=NN(C=N)C1CC1,53295,1
C=NN(C=O)C1CC1,53296,1
C=CC(C=C)C1CN1,53297,1
C=CC(C=O)C1CN1,53298,1
C=CC(C#N)C1CN1,53299,1
O=CC(C=O)C1CN1,53300,1
O=CC(C#N)C1CN1,53301,1
N#CC(C#N)C1CN1,53302,1
C=CC(C=C)C1CO1,53303,1
C=CC(C=O)C1CO1,53304,1
C=CC(C#N)C1CO1,53305,1
O=CC(C=O)C1CO1,53306,1
O=CC(C#N)C1CO1,53307,1
N#CC(C#N)C1CO1,53308,1
C=CC(C=C)N1CC1,53309,1
C=CC(C=O)N1CC1,53310,1
C=CC(C#N)N1CC1,53311,1
O=CC(C=O)N1CC1,53312,1
O=CC(C#N)N1CC1,53313,1
N#CC(C#N)N1CC1,53314,1
C=CN(C=N)N1CC1,53315,1
C=CN(C=O)N1CC1,53316,1
N=CN(C=N)N1CC1,53317,1
N=CN(C=O)N1CC1,53318,1
O=CN(C=O)N1CC1,53319,1
C=CC(C#C)C1CC1,53320,1
O=CC(C#C)C1CC1,53321,1
C#CC(C#N)C1CC1,53322,1
C=CC(C#C)C1CN1,53323,1
O=CC(C#C)C1CN1,53324,1
C#CC(C#N)C1CN1,53325,1
C=CC(C#C)C1CO1,53326,1
O=CC(C#C)C1CO1,53327,1
C#CC(C#N)C1CO1,53328,1
C=CC(C#C)N1CC1,53329,1
O=CC(C#C)N1CC1,53330,1
C#CC(C#N)N1CC1,53331,1
C#CC(C#C)C1CC1,53332,1
C#CC(C#C)C1CN1,53333,1
C#CC(C#C)C1CO1,53334,1
C#CC(C#C)N1CC1,53335,1
CCC(=CC)C1CC1,53336,1
CCC(=CF)C1CC1,53337,1
CC=C(CN)C1CC1,53338,1
NCC(=CF)C1CC1,53339,1
CC=C(CO)C1CC1,53340,1
OCC(=CF)C1CC1,53341,1
CC=C(CF)C1CC1,53342,1
FCC(=CF)C1CC1,53343,1
CCC(=NN)C1CC1,53344,1
CCC(=NO)C1CC1,53345,1
NCC(=NO)C1CC1,53346,1
NN=C(CO)C1CC1,53347,1
OCC(=NO)C1CC1,53348,1
NN=C(CF)C1CC1,53349,1
ON=C(CF)C1CC1,53350,1
CNC(=NC)C1CC1,53351,1
CN=C(NN)C1CC1,53352,2
CN=C(NO)C1CC1,53353,2
NNC(=NN)C1CC1,53354,1
NN=C(NO)C1CC1,53355,2
ONC(=NO)C1CC1,53356,1
COC(=CC)C1CC1,53357,1
COC(=CF)C1CC1,53358,1
COC(=NN)C1CC1,53359,1
COC(=NO)C1CC1,53360,1
CCC(=CC)C1CN1,53361,1
CCC(=CF)C1CN1,53362,1
CC=C(CN)C1CN1,53363,1
NCC(=CF)C1CN1,53364,1
CC=C(CO)C1CN1,53365,1
OCC(=CF)C1CN1,53366,1
CC=C(CF)C1CN1,53367,1
FCC(=CF)C1CN1,53368,1
CCC(=NN)C1CN1,53369,1
CCC(=NO)C1CN1,53370,1
NCC(=NO)C1CN1,53371,1
NN=C(CO)C1CN1,53372,1
OCC(=NO)C1CN1,53373,1
NN=C(CF)C1CN1,53374,1
ON=C(CF)C1CN1,53375,1
CNC(=NC)C1CN1,53376,1
CN=C(NN)C1CN1,53377,2
CN=C(NO)C1CN1,53378,2
NNC(=NN)C1CN1,53379,1
NN=C(NO)C1CN1,53380,2
ONC(=NO)C1CN1,53381,1
COC(=CC)C1CN1,53382,1
COC(=CF)C1CN1,53383,1
COC(=NN)C1CN1,53384,1
COC(=NO)C1CN1,53385,1
CCC(=CC)C1CO1,53386,1
CCC(=CF)C1CO1,53387,1
CC=C(CN)C1CO1,53388,1
NCC(=CF)C1CO1,53389,1
CC=C(CO)C1CO1,53390,1
OCC(=CF)C1CO1,53391,1
CC=C(CF)C1CO1,53392,1
FCC(=CF)C1CO1,53393,1
CCC(=NN)C1CO1,53394,1
CCC(=NO)C1CO1,53395,1
NCC(=NO)C1CO1,53396,1
NN=C(CO)C1CO1,53397,1
OCC(=NO)C1CO1,53398,1
NN=C(CF)C1CO1,53399,1
ON=C(CF)C1CO1,53400,1
CNC(=NC)C1CO1,53401,1
CN=C(NN)C1CO1,53402,2
CN=C(NO)C1CO1,53403,2
NNC(=NN)C1CO1,53404,1
NN=C(NO)C1CO1,53405,2
ONC(=NO)C1CO1,53406,1
COC(=CC)C1CO1,53407,1
COC(=CF)C1CO1,53408,1
COC(=NN)C1CO1,53409,1
COC(=NO)C1CO1,53410,1
CCC(=NC)N1CC1,53411,1
CCC(=NN)N1CC1,53412,1
CCC(=NO)N1CC1,53413,1
CN=C(CN)N1CC1,53414,1
NCC(=NO)N1CC1,53415,1
CN=C(CO)N1CC1,53416,1
NN=C(CO)N1CC1,53417,1
OCC(=NO)N1CC1,53418,1
CN=C(CF)N1CC1,53419,1
NN=C(CF)N1CC1,53420,1
ON=C(CF)N1CC1,53421,1
CNC(=NC)N1CC1,53422,1
CNC(=NN)N1CC1,53423,1
CNC(=NO)N1CC1,53424,1
CN=C(NN)N1CC1,53425,1
NNC(=NN)N1CC1,53426,1
NNC(=NO)N1CC1,53427,1
CN=C(NO)N1CC1,53428,1
NN=C(NO)N1CC1,53429,1
ONC(=NO)N1CC1,53430,1
COC(=NC)N1CC1,53431,1
COC(=NN)N1CC1,53432,1
COC(=NO)N1CC1,53433,1
CC=C(C=C)C1CC1,53434,1
FC=C(C=C)C1CC1,53435,1
CC=C(C=O)C1CC1,53436,1
CC=C(C#N)C1CC1,53437,1
NC=C(C=O)C1CC1,53438,2
NC=C(C#N)C1CC1,53439,1
FC=C(C=O)C1CC1,53440,1
FC=C(C#N)C1CC1,53441,1
NN=C(C=C)C1CC1,53442,1
ON=C(C=C)C1CC1,53443,1
ON=C(C=O)C1CC1,53444,2
ON=C(C#N)C1CC1,53445,1
CC=C(C=C)C1CN1,53446,1
FC=C(C=C)C1CN1,53447,1
CC=C(C=O)C1CN1,53448,1
CC=C(C#N)C1CN1,53449,1
NC=C(C=O)C1CN1,53450,2
NC=C(C#N)C1CN1,53451,1
FC=C(C=O)C1CN1,53452,1
FC=C(C#N)C1CN1,53453,1
NN=C(C=C)C1CN1,53454,1
ON=C(C=C)C1CN1,53455,1
ON=C(C=O)C1CN1,53456,2
ON=C(C#N)C1CN1,53457,1
CC=C(C=C)C1CO1,53458,1
FC=C(C=C)C1CO1,53459,1
CC=C(C=O)C1CO1,53460,1
CC=C(C#N)C1CO1,53461,1
NC=C(C=O)C1CO1,53462,2
NC=C(C#N)C1CO1,53463,1
FC=C(C=O)C1CO1,53464,1
FC=C(C#N)C1CO1,53465,1
NN=C(C=C)C1CO1,53466,1
ON=C(C=C)C1CO1,53467,1
ON=C(C=O)C1CO1,53468,2
ON=C(C#N)C1CO1,53469,1
CN=C(C=C)N1CC1,53470,1
NN=C(C=C)N1CC1,53471,1
ON=C(C=C)N1CC1,53472,1
CN=C(C=O)N1CC1,53473,1
CN=C(C#N)N1CC1,53474,1
ON=C(C=O)N1CC1,53475,2
ON=C(C#N)N1CC1,53476,1
CC=C(C#C)C1CC1,53477,1
FC=C(C#C)C1CC1,53478,1
NN=C(C#C)C1CC1,53479,1
ON=C(C#C)C1CC1,53480,1
CC=C(C#C)C1CN1,53481,1
FC=C(C#C)C1CN1,53482,1
NN=C(C#C)C1CN1,53483,1
ON=C(C#C)C1CN1,53484,1
CC=C(C#C)C1CO1,53485,1
FC=C(C#C)C1CO1,53486,1
NN=C(C#C)C1CO1,53487,1
ON=C(C#C)C1CO1,53488,1
CN=C(C#C)N1CC1,53489,1
NN=C(C#C)N1CC1,53490,1
ON=C(C#C)N1CC1,53491,1
CCCCCC1CC1,53492,1
NCCCCC1CC1,53493,1
OCCCCC1CC1,53494,1
FCCCCC1CC1,53495,1
CNCCCC1CC1,53496,1
COCCCC1CC1,53497,1
CCNCCC1CC1,53498,1
CCOCCC1CC1,53499,1
CCCNCC1CC1,53500,1
NCCNCC1CC1,53501,1
OCCNCC1CC1,53502,1
FCCNCC1CC1,53503,1
CCCOCC1CC1,53504,1
NCCOCC1CC1,53505,1
OCCOCC1CC1,53506,1
FCCOCC1CC1,53507,1
COCOCC1CC1,53508,1
CCCCNC1CC1,53509,1
NCCCNC1CC1,53510,1
OCCCNC1CC1,53511,1
FCCCNC1CC1,53512,1
CNCCNC1CC1,53513,1
COCCNC1CC1,53514,1
CCCCOC1CC1,53515,1
NCCCOC1CC1,53516,1
OCCCOC1CC1,53517,1
FCCCOC1CC1,53518,1
CNCCOC1CC1,53519,1
COCCOC1CC1,53520,1
CCOCOC1CC1,53521,1
CCCCCC1CN1,53522,1
NCCCCC1CN1,53523,1
OCCCCC1CN1,53524,1
FCCCCC1CN1,53525,1
CNCCCC1CN1,53526,1
COCCCC1CN1,53527,1
CCNCCC1CN1,53528,1
CCOCCC1CN1,53529,1
CCCNCC1CN1,53530,1
NCCNCC1CN1,53531,1
OCCNCC1CN1,53532,1
FCCNCC1CN1,53533,1
CCCOCC1CN1,53534,1
NCCOCC1CN1,53535,1
OCCOCC1CN1,53536,1
FCCOCC1CN1,53537,1
COCOCC1CN1,53538,1
CCCCCC1CO1,53539,1
NCCCCC1CO1,53540,1
OCCCCC1CO1,53541,1
FCCCCC1CO1,53542,1
CNCCCC1CO1,53543,1
COCCCC1CO1,53544,1
CCNCCC1CO1,53545,1
CCOCCC1CO1,53546,1
CCCNCC1CO1,53547,1
NCCNCC1CO1,53548,1
OCCNCC1CO1,53549,1
FCCNCC1CO1,53550,1
CCCOCC1CO1,53551,1
NCCOCC1CO1,53552,1
OCCOCC1CO1,53553,1
FCCOCC1CO1,53554,1
COCOCC1CO1,53555,1
CCCCCN1CC1,53556,1
NCCCCN1CC1,53557,1
OCCCCN1CC1,53558,1
FCCCCN1CC1,53559,1
CNCCCN1CC1,53560,1
COCCCN1CC1,53561,1
CCNCCN1CC1,53562,1
CCOCCN1CC1,53563,1
C=CCCCC1CC1,53564,1
O=CCCCC1CC1,53565,1
N#CCCCC1CC1,53566,1
N=CNCCC1CC1,53567,2
O=CNCCC1CC1,53568,2
C=NNCCC1CC1,53569,1
C=COCCC1CC1,53570,1
O=COCCC1CC1,53571,1
C=NOCCC1CC1,53572,1
C=CCNCC1CC1,53573,1
O=CCNCC1CC1,53574,1
N#CCNCC1CC1,53575,1
N=CNNCC1CC1,53576,2
O=CNNCC1CC1,53577,2
C=CCOCC1CC1,53578,1
O=CCOCC1CC1,53579,1
N#CCOCC1CC1,53580,1
N=CNOCC1CC1,53581,2
O=CNOCC1CC1,53582,2
C=CCCNC1CC1,53583,1
O=CCCNC1CC1,53584,1
N#CCCNC1CC1,53585,1
C=CCCOC1CC1,53586,1
O=CCCOC1CC1,53587,1
N#CCCOC1CC1,53588,1
C=COCOC1CC1,53589,1
O=COCOC1CC1,53590,1
C=NOCOC1CC1,53591,1
C=CCCCC1CN1,53592,1
O=CCCCC1CN1,53593,1
N#CCCCC1CN1,53594,1
N=CNCCC1CN1,53595,2
O=CNCCC1CN1,53596,2
C=NNCCC1CN1,53597,1
C=COCCC1CN1,53598,1
O=COCCC1CN1,53599,1
C=NOCCC1CN1,53600,1
C=CCNCC1CN1,53601,1
O=CCNCC1CN1,53602,1
N#CCNCC1CN1,53603,1
N=CNNCC1CN1,53604,2
O=CNNCC1CN1,53605,2
C=CCOCC1CN1,53606,1
O=CCOCC1CN1,53607,1
N#CCOCC1CN1,53608,1
N=CNOCC1CN1,53609,2
O=CNOCC1CN1,53610,2
C=CCCCC1CO1,53611,1
O=CCCCC1CO1,53612,1
N#CCCCC1CO1,53613,1
N=CNCCC1CO1,53614,2
O=CNCCC1CO1,53615,2
C=NNCCC1CO1,53616,1
C=COCCC1CO1,53617,1
O=COCCC1CO1,53618,1
C=NOCCC1CO1,53619,1
C=CCNCC1CO1,53620,1
O=CCNCC1CO1,53621,1
N#CCNCC1CO1,53622,1
N=CNNCC1CO1,53623,2
O=CNNCC1CO1,53624,2
C=CCOCC1CO1,53625,1
O=CCOCC1CO1,53626,1
N#CCOCC1CO1,53627,1
N=CNOCC1CO1,53628,2
O=CNOCC1CO1,53629,2
C=CCCCN1CC1,53630,1
O=CCCCN1CC1,53631,1
N#CCCCN1CC1,53632,1
N=CNCCN1CC1,53633,2
O=CNCCN1CC1,53634,2
C=NNCCN1CC1,53635,1
C=COCCN1CC1,53636,1
O=COCCN1CC1,53637,1
C=NOCCN1CC1,53638,1
C#CCCCC1CC1,53639,1
C#CCNCC1CC1,53640,1
C#CCOCC1CC1,53641,1
C#CCCNC1CC1,53642,1
C#CCCOC1CC1,53643,1
C#CCCCC1CN1,53644,1
C#CCNCC1CN1,53645,1
C#CCOCC1CN1,53646,1
C#CCCCC1CO1,53647,1
C#CCNCC1CO1,53648,1
C#CCOCC1CO1,53649,1
C#CCCCN1CC1,53650,1
CC=CCCC1CC1,53651,1
FC=CCCC1CC1,53652,1
NN=CCCC1CC1,53653,1
ON=CCCC1CC1,53654,1
CN=CNCC1CC1,53655,2
NN=CNCC1CC1,53656,2
ON=CNCC1CC1,53657,2
CC=NNCC1CC1,53658,1
CC=COCC1CC1,53659,1
FC=COCC1CC1,53660,1
NN=COCC1CC1,53661,1
ON=COCC1CC1,53662,1
CC=NOCC1CC1,53663,1
CC=CCNC1CC1,53664,1
FC=CCNC1CC1,53665,1
NN=CCNC1CC1,53666,1
ON=CCNC1CC1,53667,1
CN=CNNC1CC1,53668,2
NN=CNNC1CC1,53669,2
ON=CNNC1CC1,53670,2
CC=CCOC1CC1,53671,1
FC=CCOC1CC1,53672,1
NN=CCOC1CC1,53673,1
ON=CCOC1CC1,53674,1
CN=CNOC1CC1,53675,2
NN=CNOC1CC1,53676,2
ON=CNOC1CC1,53677,2
CC=CCCC1CN1,53678,1
FC=CCCC1CN1,53679,1
NN=CCCC1CN1,53680,1
ON=CCCC1CN1,53681,1
CN=CNCC1CN1,53682,2
NN=CNCC1CN1,53683,2
ON=CNCC1CN1,53684,2
CC=NNCC1CN1,53685,1
CC=COCC1CN1,53686,1
FC=COCC1CN1,53687,1
NN=COCC1CN1,53688,1
ON=COCC1CN1,53689,1
CC=NOCC1CN1,53690,1
CC=CCCC1CO1,53691,1
FC=CCCC1CO1,53692,1
NN=CCCC1CO1,53693,1
ON=CCCC1CO1,53694,1
CN=CNCC1CO1,53695,2
NN=CNCC1CO1,53696,2
ON=CNCC1CO1,53697,2
CC=NNCC1CO1,53698,1
CC=COCC1CO1,53699,1
FC=COCC1CO1,53700,1
NN=COCC1CO1,53701,1
ON=COCC1CO1,53702,1
CC=NOCC1CO1,53703,1
CC=CCCN1CC1,53704,1
FC=CCCN1CC1,53705,1
NN=CCCN1CC1,53706,1
ON=CCCN1CC1,53707,1
CC#CCCC1CC1,53708,1
CC#CCNC1CC1,53709,1
CC#CCOC1CC1,53710,1
CC#CCCC1CN1,53711,1
CC#CCCC1CO1,53712,1
CC#CCCN1CC1,53713,1
CCC=CCC1CC1,53714,1
NCC=CCC1CC1,53715,1
OCC=CCC1CC1,53716,1
FCC=CCC1CC1,53717,1
COC=CCC1CC1,53718,1
CNN=CCC1CC1,53719,1
CON=CCC1CC1,53720,1
CCN=CNC1CC1,53721,2
CNN=CNC1CC1,53722,2
CON=CNC1CC1,53723,2
CCC=NNC1CC1,53724,1
NCC=NNC1CC1,53725,1
OCC=NNC1CC1,53726,1
FCC=NNC1CC1,53727,1
COC=NNC1CC1,53728,1
CCC=COC1CC1,53729,1
NCC=COC1CC1,53730,1
OCC=COC1CC1,53731,1
FCC=COC1CC1,53732,1
COC=COC1CC1,53733,1
CNN=COC1CC1,53734,1
CON=COC1CC1,53735,1
CCC=NOC1CC1,53736,1
NCC=NOC1CC1,53737,1
OCC=NOC1CC1,53738,1
FCC=NOC1CC1,53739,1
COC=NOC1CC1,53740,1
CCC=CCC1CN1,53741,1
NCC=CCC1CN1,53742,1
OCC=CCC1CN1,53743,1
FCC=CCC1CN1,53744,1
COC=CCC1CN1,53745,1
CNN=CCC1CN1,53746,1
CON=CCC1CN1,53747,1
CCC=CCC1CO1,53748,1
NCC=CCC1CO1,53749,1
OCC=CCC1CO1,53750,1
FCC=CCC1CO1,53751,1
COC=CCC1CO1,53752,1
CNN=CCC1CO1,53753,1
CON=CCC1CO1,53754,1
CCC=CCN1CC1,53755,1
NCC=CCN1CC1,53756,1
OCC=CCN1CC1,53757,1
FCC=CCN1CC1,53758,1
COC=CCN1CC1,53759,1
CNN=CCN1CC1,53760,1
CON=CCN1CC1,53761,1
CCN=CNN1CC1,53762,2
CNN=CNN1CC1,53763,2
CON=CNN1CC1,53764,2
C=CC=CCC1CC1,53765,1
O=CC=CCC1CC1,53766,1
N#CC=CCC1CC1,53767,1
C=NN=CCC1CC1,53768,1
O=CC=CNC1CC1,53769,2
N#CC=CNC1CC1,53770,1
N=CNC=NC1CC1,53771,3
O=CNC=NC1CC1,53772,3
C=NN=CNC1CC1,53773,2
C=CC=NNC1CC1,53774,1
O=CC=NNC1CC1,53775,2
N#CC=NNC1CC1,53776,1
C=CC=COC1CC1,53777,1
O=CC=COC1CC1,53778,1
N#CC=COC1CC1,53779,1
C=NN=COC1CC1,53780,1
C=CC=NOC1CC1,53781,1
O=CC=NOC1CC1,53782,1
N#CC=NOC1CC1,53783,1
C=CC=CCC1CN1,53784,1
O=CC=CCC1CN1,53785,1
N#CC=CCC1CN1,53786,1
C=NN=CCC1CN1,53787,1
C=CC=CCC1CO1,53788,1
O=CC=CCC1CO1,53789,1
N#CC=CCC1CO1,53790,1
C=NN=CCC1CO1,53791,1
C=CC=CCN1CC1,53792,1
O=CC=CCN1CC1,53793,1
N#CC=CCN1CC1,53794,1
C=NN=CCN1CC1,53795,1
N=CNC=NN1CC1,53796,3
O=CNC=NN1CC1,53797,3
C=NN=CNN1CC1,53798,2
C#CC=CCC1CC1,53799,1
C#CC=NNC1CC1,53800,1
C#CC=COC1CC1,53801,1
C#CC=NOC1CC1,53802,1
C#CC=CCC1CN1,53803,1
C#CC=CCC1CO1,53804,1
C#CC=CCN1CC1,53805,1
CCC#CCC1CC1,53806,1
NCC#CCC1CC1,53807,1
OCC#CCC1CC1,53808,1
FCC#CCC1CC1,53809,1
CCC#CCC1CN1,53810,1
NCC#CCC1CN1,53811,1
OCC#CCC1CN1,53812,1
FCC#CCC1CN1,53813,1
CCC#CCC1CO1,53814,1
NCC#CCC1CO1,53815,1
OCC#CCC1CO1,53816,1
FCC#CCC1CO1,53817,1
CCC#CCN1CC1,53818,1
NCC#CCN1CC1,53819,1
OCC#CCN1CC1,53820,1
FCC#CCN1CC1,53821,1
C=CC#CCC1CC1,53822,1
O=CC#CCC1CC1,53823,1
N#CC#CCC1CC1,53824,1
C=CC#CCC1CN1,53825,1
O=CC#CCC1CN1,53826,1
N#CC#CCC1CN1,53827,1
C=CC#CCC1CO1,53828,1
O=CC#CCC1CO1,53829,1
N#CC#CCC1CO1,53830,1
C=CC#CCN1CC1,53831,1
O=CC#CCN1CC1,53832,1
N#CC#CCN1CC1,53833,1
C#CC#CCC1CC1,53834,1
C#CC#CCC1CN1,53835,1
C#CC#CCC1CO1,53836,1
C#CC#CCN1CC1,53837,1
CCCC=CC1CC1,53838,1
NCCC=CC1CC1,53839,1
OCCC=CC1CC1,53840,1
FCCC=CC1CC1,53841,1
CNCC=CC1CC1,53842,1
COCC=CC1CC1,53843,1
CCOC=CC1CC1,53844,1
CCNN=CC1CC1,53845,1
CCON=CC1CC1,53846,1
CCCC=CC1CN1,53847,1
NCCC=CC1CN1,53848,1
OCCC=CC1CN1,53849,1
FCCC=CC1CN1,53850,1
CNCC=CC1CN1,53851,1
COCC=CC1CN1,53852,1
CCOC=CC1CN1,53853,1
CCNN=CC1CN1,53854,1
CCON=CC1CN1,53855,1
CCCC=CC1CO1,53856,1
NCCC=CC1CO1,53857,1
OCCC=CC1CO1,53858,1
FCCC=CC1CO1,53859,1
CNCC=CC1CO1,53860,1
COCC=CC1CO1,53861,1
CCOC=CC1CO1,53862,1
CCNN=CC1CO1,53863,1
CCON=CC1CO1,53864,1
CCCN=CN1CC1,53865,1
NCCN=CN1CC1,53866,1
OCCN=CN1CC1,53867,1
FCCN=CN1CC1,53868,1
CCNN=CN1CC1,53869,1
CCON=CN1CC1,53870,1
CCCC=NN1CC1,53871,1
NCCC=NN1CC1,53872,1
OCCC=NN1CC1,53873,1
