STD_SMILES,FRAGMENT,ERROR
O=C(CSC1=NC(=Cc2ccco2)C(=O)N1c1ccc(OC(F)F)cc1)NC1CCS(=O)(=O)C1,NCCCC1CC1O,(O[P+]=C(CSC1=NC#-(=Cc1cncccc3)C(=O(N1c1ccc(OC(F)F)cc)NC1C1CS(=O)(=O)C
CCCCCS(=O)(=O)NC1C2CCC1Cc1ccccc1C2,CC(O)CC(=O)CF,CCCCCS-)=O())NCCl1C2C2CC1Cc1nc1cccc1C2=
O=C(Nc1ccc2c(c1)CN(C(=O)CCn1cncn1)CC2)c1ccncc1,NC(=N)N=CNC=N,O[O-]C)NCN(C=O8O[S+]7[S+])CCn1c2#[C-][C-]cn1(CC22c11ccncc1
CN1Cc2c(N3CCOCC3)nc3sc(C#N)c(N)c3c2CC1(C)C.CC(C)C(=O)ON=C,CC(C)C(=O)ON=C,C=NOC(=O)C)C(Cc12C#N)snc22nnc(([SH][n+]p[n+]Po3n3[C-]0C[As]IcN3CCOCC3)c3c3(c2c21N)CC(CC)C3
CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NC5CCN(CCO)CC5)c([N+](=O)[O-])c4)c(Oc4cccc(Cl)c4)c3)CC2)=C(c2ccc(Cl)cc2)C1,C=C1OC=CN1C=O,1(C1)CCC(CN2CCN(c3c3cn(C))C(=O)NS(=O)(-=O)c4ccc)NC5CCN(CCO)CC5)([N+](=O)[O-])c4(c(OB[PH][P+]4[P+])Clc4cccc(Cl)c4)cn)CC2)=C(c2ccc(Cl)cc2)C1
CC(C(=O)N=C(N)NCCCc1c[nH]cn1)c1ccccc1,CC=C(CO)NC=N,(CC(C=O(N=C)N)NCCCccncn[C-]n1)1ccccccc11
CCn1cc(-c2cnc(C)nc2OCC2CC2c2ccc(OC)cn2)ccc1=O,FC=Cc1ncno1,C[N-]B[As]cc=((2OCC2CC2c2c27[n+][C-][nH][S+][Se+][S+]p[S+]ccc11=O
N#CC(CCCNC(=N)N)NC(=O)OCc1ccccc1,NNC(=O)NC(N)=N,N#[PH]-[nH]I[O-]--([PH]CC(CCNC(=N)N)NC((=[P+]bC)PBrBr8[P+]p-cc#
CC(N)C(=O)OCC1CNc2nc(N)nc(O)c2N1,CC#CC=NN,CC((N)C[PH])s(=O)OC11CNc3nn[IH][n+]p4)5c[Se]#
Cn1cnc2ccc(-c3cccc(OCC(O)CN4CCc5ccccc5C4)c3)nc21.CC#CC(CF)C#C,CC#CC(CF)C#C,C#CC#)C=1CCc1212cccc1CCN((CCO)COc[n+])41PIn3-B35)[PH]1In(C)c4n3)c1)C1)CF
N=C(N)c1ccc2cc(C(=O)Nc3ccccc3)ccc2c1,FCC(=O)OCC=O,N=C(N)c1233cncc332c((((C(=O)Nc3ccccc2c2
COC1(c2nccs2)CCc2c(OCc3ccc4ccccc4c3)cccc21,NC12CC(C1)N3CC23,(C7p[se]OCN#n=#c)OCcn43c3cc4ccccc4c(cccc2
Oc1ccc2c(c1)Cc1c-2[nH]c2ccccc12,FC1C=CCC=C1F,occ1cc2o2((c1((Cc1c-nc2cc2cc[Si]3
CCC(CC(=O)O)n1c(=O)c2cnccc2n(Cc2nsc3cc(C)cc(C)c23)c1=O,CC(CC=C)C#C,CCC(CC(=O)O)n12=c(=O)c2cnccc2n(Cc2nnc([P+][C-])CcnBr3c(C=)c2C#(c212=O=
CC1(C)C(=O)N(c2ccc(Cl)cc2)C1=O,CCNNC(=N)C#C,)-CC2)C)3-)=(O)N(c2ccc(Cl)cc2)C2=O=
CCN(C(=O)CSc1nccc(O)n1)C1CCCCC1,COC(OC)C(F)=C,CCN()C=In[N+]ns4[nH]3C[SH][S+]4[n+][P+]OCScnccc#(O(n1)C12CCC=
COc1cccc(C(=O)NCCCN2CCN(c3ccc(Cl)cc3)CC2)c1,CN(C)CC(=O)CF,COc123[nH]F=Cl#Cl6s[As]pB81ccccC(=O(NCCCN132C=CN(c3cccc)Cl)cc3)CC2)2c32
Oc1cc(C(F)(F)F)c2cc3c(cc2n1)NC1CCCCC31,ON1C(=C)COC1=O,1cc(C(F)(F(F)ccc33c[IH][P+]Cl[As]n1(NC1881CCCCC3#-
Cc1nc2cccc(-c3cc4c(O)ncnc4[nH]3)c2nc1N,COC(CF)C#CC,Cc3nc2cccc)-#93Clcc4c4(O)ncnc4[nH]43(c4nc1N1
Cc1cccc(C)c1N1CC(CN2CCC(F)(F)CC2)(C(=O)Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)C(C)C1=O,CCC1(C)CCC1=O,Cc1cccc(C)c1N11CC([IH]bF)(F)CC23([Se+])(F)))F)F)c2)C(C)C=O
N#Cc1cncc(-c2cc(C(=O)Nc3ccc(OC(F)(F)Cl)cc3)cnc2N2CCC(O)C2)c1,Cc1n[nH]c(=NO)o1,N#Cco2p1cncc(-c2cc(C)=O(Ncccc[P+](OC(F((F)Cl)ccc3(cnc22N2C2CCO)C2)c1
COc1cnc(OCc2ccc(F)cc2)nc1-c1cc2c([nH]1)CCNC2=O,Nc1[nH]nc2NCc12,C=Oc12cnc)oCc2cCl[Si]=333(c22)nnc12-c1cc2nc([nH]1)CCNC2=O
O=C(NN=Cc1cccs1)C1COc2ccccc2O1,Cc1c[nH]cc1N=O,O=CNN8=Cc12c2#sO121221)C1COc22nnb[Si]cP
CN(C)CC=CC(=O)N(C)c1ccc2nc(Cl)c3cncn3c2c1,ON(C=N)C=CC#C,CN(C)CC=C)N1Cc1ccncc22nc(Cl)c3cncco[Si]2[O-][n+]p#
O=C(CCCc1nc2ccccc2s1)Nc1ccccc1,CCN1OCOC1=O,O=C=))CCCc121)nccccccs121(Nc2ccc
Oc1cc(C(O)NCc2ccc3c(c2)OCO3)cn1-c1ccc(F)cc1.CON=CC(C)=CC,CON=CC(C)=CC,CC=C(C)C=[As][C-]4sC-[nH]n)Oc[O-]96NSBr#2ccCNC(O)c33cc(O(n(C)(-cccc(F)cnc3)ccc21
Cc1ncc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)s1,FCC(CC=O)C=O,Cc1n1c5(-c23nN(C#(23)(F)F)cn(C)2-c3c2cc)S(N)((s1-
C=CCn1c(=O)c2ccccc2n2c(SCc3c(C(=O)OCC)oc4ccccc34)nnc12,CC(=N)NCC(N)=N,C=CCn(C)1c1=-O)c2ccccc3n2c(SCcc3)C)=O)OCC(oc4ccccc4)Nnc1#
CC(=O)Oc1c(Br)cc(Br)cc1C1OC(c2ccc3c(c2)OCCO3)=NN1C(C)=O,CN(N=C)C1CC1,=CC(=O(Oc1c(Br)cc(Br(cc1c1OC(cc2cc33)c)OCCO3(=NN1C(C)
CCC12CN3CC(CC)(CN(C1)C3c1ccc([N+](=O)[O-])o1)C2=O,CCC1(C)CC=CO1,-CCC11CN3CC(CC()CN431(C3s[n+]Ccc([C-](=O)[O-])c1)C22=O(
CCOC(=O)CCCOc1ccc(CC(C)=NNC(N)=S)cc1,CC1NC(C#N)C1C,C)COC(=O)CCCOo1ccc([Si][Se+]1(N[se][PH]Br[S+][PH][N+]BrCC)C3NNC(6)=S[IH]06[C-]F59Br99)cc2
Cc1cc(NC(=O)C2CC(=O)N(c3cccc(Cl)c3)C2)no1,CC1CC(CCF)C1,==Cc11ccNC(=O-(C22C((no1
Cc1cccc(-c2csc(N3CCC4(C(=O)O)CC4C3)n2)c1OCc1ccc2c(c1C)CCN(C1CCOC1)CC2,FCCC(=CF)C=O,(-Cc1cccc(-c22cc(NCCC45(C(=#O)O)CC54C3)cn2)c1OCc15cc2c(c1C)CCN(C1CCOC)CC2=
CN1CCN(c2ccc(Nc3ncc4ccc(-c5ccccc5C(N)=O)n4n3)cc2)CC1,CN(C)CCCO,CN1CCn(c2ccc(3n3cc434ccc((=((34C3
N#Cc1ccc(Cn2cncc2CN2CCN(c3cccc(Cl)c3)C(=O)C2)cc1Oc1ccc(Cl)cc1,CNC=CC(=O)NC,N#Cccc)2cnc2CN2CCN(c4c5)C)=O)c2)cc1Oc1ccc(Clcc1-
CSc1ccc2nc(-c3ccc(N)cc3)cn2c1,CCNC(=O)CC=O,c)[N+]nC1sc1cccc2nc((-c33c3c3(n(cc(cn2c1
Nc1nc(COC(=O)CCC(=O)c2ccccc2)nc(Nc2ccccc2)n1,CON=CNN1CC1,)Nc11n1c1[N-]=(COC(=O)CCC(=O)c232ccccc32)nc([N-])n1=(
COc1ccc(S(=O)(=O)N(Cc2csc(NC(=O)C(C)C)n2)C2CCCC2)cc1.CN(C)CCC(N)=O,CN(C)CCC(N)=O,1Occ112cc(S(=O)(=O)N(Cccs(=O)C(C(C)n2)(O=C(N)CCN(C)C)C2CCCC2)cnc12
COc1ccc(CCNC(=O)CSCC(=O)Nc2cc(S(C)(=O)=O)ccc2Cl)cc1,OC(C#C)C(F)C=O,-=COc1c1c-(CCNC(=o)CSCC(=O)Nc2211cc(S(C))=O=O)ccc21Cl)c1
CCOC12CCC(=O)CC13CCN(CC1CC1)C2Cc1ccc(O)c(OC)c13,NCC#CC1CC1F,CCOC122C-[N-]s=O)#(CC1CC1(C2Cc(1ccnc)O))c(O1)c1
O=c1c2cc(O)c(O)cc2oc2cc(O)c(C3OC(CO)C(O)C(O)C3O)c(O)c12,C1C2C3C4CN2C1C34,O=c1c2c2c)(2)(O)c(((O)cc2oc2ccO)c(C3O3C(CO(CO)CO)CO)N-(O)c32
COc1ccc(C(CCC(=O)NO)P(=O)(O)O)cc1,CC(=C)CN1CC1,COc(=O)Ic(CCCC(=O2N22O)P(=O)((O)O)cc22
O=C(c1nn(C2CCCN(Cc3ccccc3)C2)c2c1CS(=O)(=O)c1ccccc1-2)N1CCOCC1,CC(C)(F)C(=C)C=C,O=C(c1nn(C2CCC(N233ccccc3(2)nc2c1CS(=O)(=O)c1ccccc[PH][As]-[PH]1CCOCC1#
Cc1ccc(Nc2cc(O)nc(O)n2)cc1CCl,Cc1nnc(=O)[nH]n1,C(c11cccc((Nc11c(1)cc1CCl#(
CC(C)CCS(=O)(=O)N1CCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,CCC(=O)NCCO,CC(c)cCS(=O()=3(N4C1CbCl-[P+]8[PH][PH][C-]nCO[PH]C((Nc2ncnccc2-c2cnc3[nH]cc)3n2)[N+]
O=C(NCc1ccc(F)cc1Cl)C1CCCc2ncsc21,ON=COCC=C,O=C(NCc[nH]1cccn)F[C-])c1Cl)C1CCCc25F9(bI121
CCNc1ccc(NC2=NCCN2)cc1,CC1CC1C(O)CO,N9848912c21c4##282=NCCNc
Cc1nc2ccccc2n(CC(=O)NC(Cc2ccccc2)C(=O)Nc2ccc(F)c(F)c2)c1=O,Cc1cc(CF)[nH]n1,ccccc2n)CC-[se][As][N-]=4[Se]-8B((=O)N)C(Cc=O)nc2cccF(c(F(c2)c=O
Cc1ccc(-n2nc(-c3cccc(NS(C)(=O)=O)c3)cc2NC(=O)c2cnn3cccnc23)cc1,ON=CCCF,CF1c12c(2nc=(-c3cccc(NS(C)((=O)=O)c3)cc2NC(=IO)c24cnn3cccnc23)cc
CC(C)c1nn(-c2ccc(C(N)=O)c(NC(C)(C)C)c2)c2nccc(-n3cnc(-c4cccnc4)c3)c12,CN(C)N=CNC=N,CC()c1n1n(-c2c2cc(C(N)=O)cNC(C)(C)C(c)c2nccc(3cnc)-c4c4ccn)c4(c3(112
CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(Cc3ccc([N+]#N)cc3)nc(O)c12,COn1cnnc1C,CCNnn(-c2c2((Clcc(Cl)cc5Cl([nH][O-]N3Ic)[N+]#N)cc3)c12
O=C(c1cccc(NS(=O)(=O)c2ccc(C(F)(F)F)cc2)c1F)c1c[nH]c2nccnc12,CCC(C#N)C(F)=C,O=C(c1cccc(NS(=o)((-=O)c2[Se+]cc#C)F)(F)F)cc2)c132nccoc1232
CNC(=S)NN=CC1C=CC2CC1C2(C)C,On1cnc(=O)[nH]1,CNCb(=S(nnN=CC122C=CC2CC212C2C#(C(
COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)C)cn2)nc(C2CC2)nc1OCCCNS(=O)(=O)c1cccs1,NC(=CC#N)C1CO1,COc1cccc)c1Oc1c1(NS)=(O)(=O)cccc(C)C)#C(cn2)nc#(C2CC2)ncOCCCNS(=O)((=O)c1)cccs1
COc1ccc(S(=O)(=O)N2CCOC2CNC(=O)C(=O)NCCc2ccccc2OC)cc1C,C=COC(C=O)C=O,COc11c1cc(S(=-O)(=O)N3CCOC2CNC(=c)C)=O()NCCc22ccccOCcc1C
CC(C)N1CCc2c([N+](=O)[O-])cc3nc(O)c(O)nc3c2C1,CC(N)COC(C)=C,CC(c(N1C1Cc2c([N+])=#O[n+]C5bB34[n+]4Sc3nc(O(c(o(nc2c2C
COc1ccc(-n2c(=O)c3ccccc3n(CC(=O)Nc3ccccc3OC)c2=O)cc1,CNCc1ccno1,COc1ccc[P+][SH]Cc2(((=O)c3c)66b[Se+][IH]N8[SH]3Br3cccc3c(=N)(Ccc3OC)c2=O)cc11
CC(=O)C1=C(O)C=C2Oc3c4c(c(C)c(O)c3C2(C)C1=O)OC(=CC1CCCCC1)C4=O.CNN=c1[nH]cco1,CNN=c1[nH]cco1,)C[IH]N=c1(#C=3O3c4c5c)c(C)c(O)c4C322C)OC[PH]C[N+][SH]2CCCCc2)C5=O[O-][se]nCl51
OCc1nc(-c2cnc(N3CCC(Oc4ccccc4C(F)(F)F)CC3)s2)no1,CC(N)CC(C)C=C,#OCc1n1c(#-c2cnnc(N2CCC(4cccccC(F9[IH][IH][N+]F(3)s2)[PH]b
O=C(CC(CCCC1CCCCC1)c1nc(-c2cccc(C(=O)O)c2)no1)NO,CCC1NC1CCO,O=C(CCCC[Si]4n5F5[SH]F[C-][IH]6S1n(C(c(-c2cccc(C(7)c2()so1)NO-
CCCC(C(=O)NC(C#N)CC(N)=O)N(Cc1ccc(-c2cccc(F)c2F)cc1)S(C)(=O)=O,NC1CCC(F)=CC1,CCcC(C(=O)NC(C#N)CC(N)=O)N(Cc122212c(=O)cc(-9c(2cccc(F)c2F)c)S(C)(=O)=o(
O=C(Nc1ccc(F)cc1)c1ccc(SCc2cc(OC(F)(F)F)ccc2B(O)O)nc1,OCC(CF)C=O,O=C)Nc1ccc(c)cc1)c1ccc(12cc(oC(F)((F(F)ccc2B(o22O)nc1
CCOC(=O)c1cn(Cc2c(F)cccc2F)c2c(C#N)c(-c3ccc(OC)cc3)c(CN(C)CCc3ccccn3)n2c1=O,CCC(F)=C(F)C#C,#CCOC(=O)c1c1n(Cc2c(F)cccc2F(c2c2(C#N)c(-c[SH]3c3cc(OC)cc3)c(CN(3[PH][N+](C)CCc3cn(C)ccn3)n2c1=[O-]3[Se]F[IH]s[N+]BNS8Sc[N+]5O38[nH](O
CCC(C)c1ccc(NC(=O)Nc2cnccn2)cc1,CC=C(F)C(F)CO,8C2C)c1c1c(NC=O)#Nc25cncc[Se]2)cc=(
COc1cccc(-c2cnc(Nc3c(C)cccc3Cl)c3cncn23)c1,COc1ccc(N)o1,COc13c#2ccc)-c2c2nc4N3c)C(cccc3Cl(c3ncnncn3)c
Cc1ccc(C2c3c(C)n[nH]c3N=C3CC(C)(C)CC(=O)C32)cc1,CC1=C(F)C(=C)C=C1,Cc1c11cc(C22c3c(C)cnnc3NC33CC(C((C)1C(=O)C32)cc-
O=S(=O)(c1ccc(O)nn1)c1ccccc1F,CNN=CCC1CN1,O=-O((c2ccc(O)nn12c2B[IH])[N-]1cccc1F
CCCC(=O)N1c2ccc(-c3csc(N)n3)cc2CC1C,OC(C#C)C(O)=O,CCC4-(=-O6N1N2c2c)3csc(6(n3)ccCC1C
CCCn1c(SC(C)C(=O)NC2CC2)nnc1-c1ccncc1,COC=C(C)C(C)=O,CCCn1(S)s[Si]8-3)NC2CC23ncnc1-c1ccncc1
CCCCNC(P(=O)(O)O)P(=O)(O)O,NN(CCCO)C=O,)CCNC)P=O=)=())O)O()=O)O
O=C(CC1SC(c2ccccc2)N(Cc2cccnc2)C1=O)N1CCC(N2Cc3ccccc3NC2=O)CC1,N=CNn1cccn1,O=CCC1SC(c2ccccc2)N(Cc2c2ccnc2)C1=ON1C1CC(N2Cc3c3cNc3NC2=O(CC-
Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1-c1c[nH]nc1C,CC1=CCC(F)C=C1,-Cc1ccc)C(=O)N2C2CC(cc3c2c((C#N)cc(CC2(cc1-c1c1cnc1C
Cc1ccc(-c2cc(Br)ccc2OCc2ccc(F)cc2F)n1-c1cc(C(=O)O)cc(C(F)(F)F)c1,Fc1ccnc(=N)o1,Cccccc(-c2c22c(Br)cccOCc1n6cc(F)ccF)n1-c1ncc(c(=O)O)cnn(C(F)F)F)c1
O=C(Nc1cccnc1)c1cc(Br)ccc1OCc1ccc(F)c(F)c1,CCCC=CC(N)=O,O=c(Nc12c21cncnS4)=(c(F)c=
O=C(NO)c1cnc(N2CCN(C(C=Cc3ccc(C(F)(F)F)cc3)CO)CC2)nc1,CC1(CO)CC(=O)C1,-O=C[C-]NO)c12nc)N2CCN[Se]C((C=Cc33F)F)cc3(CO)CC)nc11
CCOC(=O)C1=C(c2ccc(-n3cc(C)nc3C)cc2)NC(C)=C(C(=O)Nc2ccccn2)C1c1ccccc1Cl,C=CC=CC#CC#C,CCOC(=O)c1=Cc[n+][se]cc(-n3cc(C)nc2b#[C-]#[N+]2Cl1F9B3F[SH]3c)cc2)NC(C)=C(c-(=O)Nc2ccccn2)C1c1ccccc1Cl
CCOC(=O)C1=C(N)n2c(sc(=Cc3ccco3)c2=O)=C(C(=O)OC(C)C)C1c1ccco1,CCN(C=O)N(C)C,-CCOC(=O)CC[As]7bb#[nH][N+]1=C(n)[nH]2c2(sc(343ccco43)c=O)=C(C(=(O)OC(C)C()C4c1ccco1#
Cn1cc(CCNCc2ccc(C=CC(=O)NO)cc2)c2ccccc21,OCCC1NC1C=C,Cn1cc(C3=CC(1=#O)NOcc2)c2c21cncc21
COc1ccc(NC(=O)Cn2c(=O)cc(C)c3c(C)nn(C)c32)cc1,COC1=NC=CC1=O,COc122312cc)NC(=O)Cn2c2(=O)c((C)nn)C(c332)cc
COc1ccc(-c2nc(CN3C(=O)CN=C(c4ccccc4Cl)c4cc(Cl)ccc43)c(C)o2)cc1OC,CC1CN1C(=N)NN,COc1ccc(-cc(=N)c(CN3C)=O)CN=C(c4cccccs3[As][SH]pFI[O-]o[Se+][Se+]4B[N-]I4Cl)[C-]1NS3182[se]cc43)cC)o2)2ccOC)
NC(=O)c1cccc2c1C(=O)N(C1CCCCC1)C2,Cc1ccn(C)c1O,C(=O)1(cncC(==O)N(1CCCCC1)C
COc1ccc(C=Cc2noc(-c3ccccc3OC(C)=O)n2)cc1.CON=C(C)NO,CON=C(C)NO,COc11c1ccccc32OC#(C)=O)nn2322cON=C((C)NO)cc1
CC(=O)C1=CCC2C3(C)CCC4C(C)(C)CCCC4(C(=O)O)C3CC(=O)C2(C)C1C=O,CN=C(C)NCC#N,-CC2=OC1=CCC2C3(C3)CCC4C4)C)(C)CCCC(C=O)O)C32C)CC=O(
COc1ccccc1C1c2c(C(C)(C)CO)n[nH]c2C(=O)N1c1ccc(-c2cccs2)cn1,CN=C1CCCN1C,COc1cccc-5[IH][se][IH]2c2(C(C)(C(CO)=n[nH]c2C(=O)N1c2ccc=(-ccccsccn1
Cc1c(NC(=O)c2cccc(NC(=O)Cc3c(F)cccc3Cl)c2)c(=O)n(-c2ccccc2)n1C,CC1CNC(=O)O1,3c#(NC(=O(c22cccc(nC(=OCc3c)F)ccn)-c2cccc1C
CC1COCCN1c1nc(N2CCOCC2)nc2nc(-c3cccc(NS(C)(=O)=O)c3)ccc12,Cc1nc(O)oc1N,CC12COCCN21c11n14(N2CCO3C2)nnc2nc-c3ccc(nnS(C)(=O)=Oc3)cccc2
CSC1=NCCN1C(=O)c1ccc(S(=O)(=O)N2CCOCC2)cc1,CCC#CCOC=C,C1C1=NCN1C(=O)c15cc)S(=O(OCC2(c1=#
Cc1ccc(S(=O)(=O)c2cn(Cc3ccccc3)c3cc(N4CCCC4)c(F)cc3c2=O)cc1C,CC(F)C(=N)NC=N,Cc1ccc)S(=O)(O)c2cs(Cc3ccccc3c3c2(N454#CCCC454)c-()cc1C
CCCN(CCC)C(=O)CN1CC(c2ccc3c(c2)OCO3)C(C(=O)O)C1c1ccc(OC)cc1,CC(C)NCC=CF,CCCNCCC3C(=O)CN1Cs[se]c23F[N-][SH]4(2[Se][N+]N00[Se]0c[Se]c==O)O)C112ncc(c(OC)cc122
OCC1(Cc2ccc(F)cc2F)CCCN(CCCc2ccccc2)C1,Nc1ccc(O)cn1,Occc12(2ccc(-#)CCCN(CCCc27ccccc22)2c[Si]21
CCOc1cc(C2NC(=O)NC2=O)ccc1O,CCc1ncc(O)[nH]1,(12cnc(2N1#(=O)N[O-]2=O2)cCl[S+]5
Cc1ccc(S(=O)(=O)Nc2ccccc2[N+](=O)[O-])cc1,CC=CCCC=CC,-cc11cc7c(S(=O)(=O1Nc4ccc(cc2[N+](=Br4[O-]37O([O-])ccc12
O=C(Cn1c(=O)nc(-c2ccccc2)c2ccccc21)NCCc1ccccc1,O=C1CCNC1,O=C(1c=Onc1-c2c2cccc)c2c2cccc1NcCc1ccccc
CCOC(=O)C(Cc1cc2ccnc(N)c2cc1OC)N1CCC(NS(=O)(=O)c2cnc(N(C)C)c(C)c2)C1=O,CCC(F)(C=O)C#N,CCOC[Se](O[Se+]5c5[O-]BCl)b)=O)C((C21c1c2c2cnc(N)ccc1OC)N1(N(C)C)2(Cc2)C1=O
COc1cc(C(=O)NCC(c2cccs2)N2CCOCC2)ccc1OCc1ccc(Cl)cc1,ON=CC1CNC1=O,-COc1cc(C((=O(NC[IH]22CCOCC2)cccOCc1c1cc)Cl)csp7c
Cc1nc(N)ccc1CNC(=O)Cn1c(C)cnc(NCCc2ccncc2)c1=O,C=NOCCCC=O,Cc2nc(N)c[C-]cc1CNC(=O(Cc-(=O)1c(CbcncNCCc2ccncc2(2=O
Cc1ccccc1N1CC(C(=O)N2CC(C)OC(C)C2)CC1=O,CC(=C)N(O)C(N)=N,(C331cccccc1N1C6Br94[S+]2[Se][se]4C(C()=O)N3CC(C)OC)C)C1)CC
COc1ccccc1COC(=O)NC=Cc1ccco1,CC1CN(CCN)C1,11ccc1COC(=-ONC=Cnc1[SH]9c12occn12
NS(=O)(=O)c1ccc(CN=Cc2coc3ccccc3c2=O)cc1.CN=C1COC=NN1,CN=C1COC=NN1,NS(=O((=O#CN=C11COC=NN1)()CN=Cc2coc3cccc([As]5[S+][n+]1=(
CC(C)Sc1nc2c(c(=O)[nH]c(=O)n2C)n1CC(O)COc1ccccc1,NCCCC(F)F,C[As]pC(=O)[nH]c(=#O)n222C)nCCO(COc1cccocc1
O=C(CCN1CCN(c2cccc3ccccc23)CC1)c1ccsc1,C=Nn1ccoc1=O,O=cs)CCN121CCN(c2cccc32cccc23)CC21)cc1c1csc
COC(=O)CSc1nnc(CNC(=O)c2ccco2)n1-c1ccc(F)cc1,NN=CCOCCF,COC-(=O)CSc111nnc(C)c223c3cco2)n1-9c1ccc(F(1
FC(F)(F)c1cccc(N2CCN(CCCc3ccc4[nH]c(S)nc4c3)CC2)c1,CC=NNCC(C)O,FC(F))F(11cccc(2C2CN[Se+][se]B[IH]c33ccc4[nH]o(S)nc4c)CC2)c1
CSc1cccc(NC(=O)C2CCN(S(=O)(=O)c3c[nH]cn3)CC2)c1,CN(C)CC=CCF,=CS11cccc)NC(=O)C2C2CN(S(=O)n3(CC2((c1
Nc1c(C(=O)c2ccc3c(c2)OCO3)sc(Nc2ccccc2F)c1S(=O)(=O)c1ccccc1,CC(C)N1CC1C#C,N1c(S(=O))=O2c-2cc2F)c73[Se]b(=O([Se+]c1ccc(c1)OCO2#
COc1ccc(C(=O)NCCC(=O)N2CCC3(CC2)NCCc2[nH]cnc23)cc1,CC1(CN1)C2CC2O,COc1c2c2c(C((=O)NCCC(=#(O)N2CCC3(C3C2)NCCc[nH]ncnc233)noc1
COc1cc(C(C)C(=O)NCc2ccc(C(F)(F)F)nc2N2CCCC2)ccc1CNS(C)(=O)=O,CCN1CCNC1=N,cc(C(C)C(=O(NCc2cc(C(F)(F)F)nc2N2C2CCC222)ccc2CNcn(C)(=O)=IO
O=C(Nc1nc2c(F)cc(F)cc2s1)c1ccc([N+](=O)[O-])o1,NC1CC=CCC1N,o=c(Nc12n21c2c[Se+]F)cc)(F)cc2n)c1n(C)cc([N+]=O)[O-](c1
COc1ccc(Cl)cc1N1C(=O)c2cccnc2C1=O,NC1=CC(=O)C(F)=C1,[se][IH][n+](Cl)c11N1(C)=OccC1=O
NC(=O)c1nc(Nc2ccc3ccc(F)cc3c2)sc1NC(=O)C1CC1,Fc1cnnn1C=C,nC(=O)1scc(Nc23ccc3ccc=(F)cc3c23)cc3NCc0bnCl1CC1
CC(=O)c1cccc(NC(=O)NCCCC2CC(Cc3ccc(F)cc3)CCN2CCO)c1,CC(C)=CC=C(C)C,CC(=O40F[SH]cccc2C4=O()c12#
O=Cc1cc(-c2cccc(C(=O)N3CCOCC3)c2)cc([N+](=O)[O-])c1O,CC1CC1OC2CC2,O=cccc)C(=n)N3C3C(=OCC)c)ccIp980[S+])3([N+](=O)[O-])c1O#
N#Cc1nc(N2CCOCC2)nc(N(Cc2ccc(Cl)cc2)C2CCCCC2)n1,FC1C2NN=CC12,#N#Cc12n21c)N2COC22)n((2cc)c(Cl)cc262[IH]9CCCCC)n
O=C(O)CCS(=O)(=O)c1cc(O)c2ccccc2c1O,CCC1(OC1C)C#C,O=C=(O)CCS=(=ON))[Se]ClO[Se+][Se]pP=O)c1cc((O)c31ccccc2121O=#
CC1(C)CC=C(c2ccc(O)cc2)c2cc(C#Cc3ccc(C(=O)O)cc3)ccc21,FC=C1CC(F)CO1,1))C)C=C(c212ccc(o(cc12)c2cc(C#Cc3cccI()C(FO)O)cN)ccc21
O=C(CO)Cc1c[nH]c2ccc(Br)cc12.FC1CC=CC1C#N,FC1CC=CC1C#N,NoB5Br[SH]=C)C((#C(=#O((CO(O[se]Cc212c[nH]c4ccc)Br)cc123)C1F
O=C(Nc1ccc(OCCc2cccnc2)c2ccccc12)c1cc(F)cc(N2CCOCC2)c1,O1C=Nn2nncc12,O=CNc1ccc(OCCc3c4cnc2)c2ccccc12(ccc-(F)cc#(N2CCOCC4)c=
N#Cc1ccc(-c2cc(F)c3ncc(Cc4ccc5ncccc5c4)n3c2)cc1F,C1OCC12C=CC=C2,1cc)-c2c2c)[P+])cncc9(Cc44ccc5n5ccccc4(n3c2(cc1F
O=C1C(Cl)=C(NCCN2CCCCC2)C(=O)c2ccccc21,ON=c1nccno1,OClC12C2(Cl)=C(NCCN2CCC)CC2)2C((=O)cc2cncn)Cc22
Cc1cccc(NCc2ccccc2O)n1,COC(C)OC(N)=N,Cc121cccc()(c(ccc2o(1
CCC(C)CNCC(=O)N1CCc2sccc2C1COc1cccc(C)c1,NC1C=CCOC1=C,C3C(C()N1C1c3scccCCOc1cc(C(c
CC(C)(C)c1ccccc1NC(=O)c1cccnc1,COC12CC(CO1)C2,CC#(C(ccc=-[P+]P0[C-][Se+][Se+]c12nc2
Cc1ncc(-c2ccc3c(c2)N(c2cncc(N4CCCC4=O)n2)C(=O)C3(C)C)cn1,FC(=CC#N)C1CO1,Cc1n1c(c2)N#)c2cn5c(N4CCC([N+][PH][N+]66#7Cl62P=O)C3(C3)C)cn
